Symbol,Name,Asset Type,Total Score (%),Current Ratio (Value),Current Ratio (Strength %),Short Ratio (Value),Short Ratio (Strength %),Debt to Equity (Value),Debt to Equity (Strength %),Dividend Yield (Value),Dividend Yield (Strength %),EBITDA Margin (Value),EBITDA Margin (Strength %),EV/EBITDA (Value),EV/EBITDA (Strength %),Forward P/E Ratio (Value),Forward P/E Ratio (Strength %),Insider Ownership (Value),Insider Ownership (Strength %),Institutional Ownership (Value),Institutional Ownership (Strength %),Trailing P/E Ratio (Value),Trailing P/E Ratio (Strength %),PEG Ratio (Value),PEG Ratio (Strength %),Price to Book (Value),Price to Book (Strength %),Profit Margin (Value),Profit Margin (Strength %),Analyst Recommendation (Value),Analyst Recommendation (Strength %),Return on Equity (Value),Return on Equity (Strength %),Revenue Growth (Value),Revenue Growth (Strength %),Short % of Float (Value),Short % of Float (Strength %)
OXY,Occidental Petroleum Corporation,STOCK,53.37,0.94x,9,0.01x,99,63.80x,97,1.82%,31,52.12%,100,7.71x,66,15.59x,3,27.01%,49,51.70%,54,42.42x,0,1.25x,66,2.04x,81,10.77%,43,Hold (2.68),41,5.93%,7,148.90%,100,0.02%,98
PANW,"Palo Alto Networks, Inc.",STOCK,47.14,1.04x,15,3.06x,82,4.89x,75,N/A,N/A,15.53%,6,94.48x,0,46.07x,10,0.79%,36,74.73%,92,101.61x,0,2.99x,0,13.69x,92,12.96%,52,Buy (1.62),85,16.26%,81,14.90%,95,3.21%,92
PAYX,"Paychex, Inc.",STOCK,73.72,1.15x,23,4.60x,53,124.91x,46,4.80%,94,40.52%,96,22.05x,85,15.24x,98,10.38%,90,84.47%,97,19.85x,98,1.72x,24,8.03x,96,26.63%,100,Hold (3.26),18,N/A,N/A,19.90%,99,6.36%,72
PCAR,PACCAR Inc,STOCK,51.66,2.17x,98,4.77x,50,81.94x,87,1.04%,15,12.03%,9,21.45x,17,18.76x,82,1.86%,42,75.18%,92,28.20x,67,1.27x,64,3.47x,33,8.35%,33,Buy (2.35),57,12.92%,54,-13.70%,0,2.68%,93
PCG,PG&E Corporation,STOCK,79.11,1.20x,27,0.00x,99,187.87x,55,1.22%,18,39.92%,95,9.67x,96,9.10x,97,0.29%,34,98.96%,99,12.71x,97,0.72x,100,1.16x,94,11.01%,44,Buy (1.61),85,8.83%,19,15.00%,95,0.00%,98
PDD,PDD Holdings Inc.,STOCK,84.50,2.45x,99,3.40x,77,1.30x,72,N/A,N/A,22.08%,65,1.42x,100,6.98x,98,0.29%,34,32.29%,15,10.04x,98,0.70x,100,2.27x,74,23.01%,92,Buy (1.69),83,27.29%,100,12.00%,89,N/A,N/A
PEG,Public Service Enterprise Group Incorporated,STOCK,66.24,0.80x,5,3.78x,71,142.68x,87,3.34%,73,37.02%,89,14.23x,61,17.09x,87,0.13%,33,77.69%,94,19.01x,91,2.44x,1,2.35x,72,17.35%,69,Buy (2.27),61,12.76%,53,18.30%,98,2.40%,94
PEP,"PepsiCo, Inc.",STOCK,54.39,0.90x,8,3.31x,79,244.84x,1,3.69%,80,19.59%,94,13.52x,59,16.84x,87,0.20%,33,79.55%,95,24.23x,8,1.67x,27,9.86x,0,9.15%,37,Hold (2.57),47,43.88%,100,8.50%,74,1.69%,96
PFE,Pfizer Inc.,STOCK,57.48,1.16x,24,3.45x,76,77.96x,90,6.42%,99,41.10%,100,8.04x,99,9.52x,97,0.10%,33,67.81%,85,19.70x,83,13.77x,0,1.76x,86,12.42%,50,Buy (2.45),53,8.89%,19,-1.20%,14,2.35%,94
PFG,"Principal Financial Group, Inc.",STOCK,60.74,1.72x,83,5.54x,33,31.84x,96,3.29%,72,14.31%,16,9.52x,96,9.83x,97,1.08%,38,75.73%,93,14.31x,44,1.06x,84,1.82x,73,10.10%,40,Hold (2.83),34,13.39%,88,-4.50%,6,4.72%,85
PG,The Procter & Gamble Company,STOCK,57.27,0.73x,4,2.54x,88,67.65x,96,2.87%,61,28.88%,100,14.83x,35,20.85x,75,0.07%,33,70.21%,88,21.70x,27,4.07x,0,6.43x,1,19.16%,77,Buy (2.04),71,31.11%,100,7.40%,67,1.18%,96
PGR,The Progressive Corporation,STOCK,64.43,0.29x,0,2.57x,88,26.17x,92,6.88%,99,16.95%,29,8.20x,97,12.52x,94,0.25%,34,88.90%,98,10.28x,94,30.83x,0,3.69x,3,12.93%,52,Hold (2.62),44,37.90%,100,8.70%,75,1.37%,96
PH,Parker-Hannifin Corporation,STOCK,54.96,1.18x,26,1.89x,93,68.92x,95,0.82%,12,26.19%,86,24.72x,6,28.63x,36,0.16%,33,90.55%,98,35.59x,37,3.96x,0,8.59x,0,17.29%,69,Buy (1.69),83,25.78%,99,9.10%,77,1.07%,97
PHM,"PulteGroup, Inc.",STOCK,69.20,7.14x,100,3.43x,77,18.94x,87,0.81%,12,17.49%,32,8.52x,97,11.44x,96,0.94%,37,95.72%,99,12.41x,97,1.14x,76,1.90x,83,12.14%,49,Buy (2.19),65,16.18%,81,-12.40%,1,4.66%,85
PKG,Packaging Corporation of America,STOCK,67.37,N/A,N/A,3.25x,80,94.93x,76,2.35%,46,20.55%,54,11.93x,90,17.49x,86,1.59%,41,100.09%,99,24.77x,79,1.58x,34,4.10x,17,8.04%,32,Buy (2.09),69,N/A,N/A,10.60%,84,4.45%,86
PLD,"Prologis, Inc.",STOCK,43.25,0.25x,0,3.27x,79,59.83x,99,3.06%,66,69.17%,100,26.00x,3,41.21x,4,0.26%,34,96.55%,99,39.33x,0,110.54x,0,2.44x,22,39.65%,100,Buy (2.04),71,6.84%,10,8.30%,73,1.42%,96
PLTR,Palantir Technologies Inc.,STOCK,55.31,7.11x,100,1.10x,96,3.06x,74,N/A,N/A,32.18%,75,232.89x,0,76.83x,0,3.58%,52,61.52%,76,227.14x,0,2.83x,0,46.33x,21,36.31%,100,Buy (1.93),75,25.98%,100,70.00%,100,2.43%,94
PM,Philip Morris International Inc.,STOCK,60.08,0.98x,11,3.62x,74,N/A,N/A,3.65%,79,44.81%,100,16.09x,18,17.63x,85,0.17%,33,83.07%,96,22.66x,17,1.88x,14,-25.06x,100,26.74%,100,Buy (1.88),77,N/A,N/A,9.10%,77,1.07%,97
PNC,"The PNC Financial Services Group, Inc.",STOCK,72.52,N/A,N/A,2.71x,86,N/A,N/A,3.07%,66,0.00%,0,N/A,N/A,10.57x,96,0.31%,34,85.34%,97,12.85x,70,1.69x,26,1.40x,88,31.31%,100,Buy (1.77),81,12.10%,78,13.80%,93,1.74%,96
PNR,Pentair plc,STOCK,70.01,1.61x,73,3.65x,73,45.65x,100,1.13%,17,26.13%,86,15.33x,70,15.86x,89,1.00%,38,98.43%,99,23.48x,82,1.38x,53,3.89x,21,15.66%,63,Buy (2.00),73,17.48%,88,4.90%,49,3.65%,90
PNW,Pinnacle West Capital Corporation,STOCK,50.48,0.54x,1,6.41x,18,201.77x,45,3.55%,77,38.38%,92,13.03x,76,18.32x,83,0.15%,33,104.03%,100,20.28x,89,3.04x,0,1.76x,86,11.55%,46,Hold (2.61),45,9.06%,21,3.00%,36,7.40%,62
PODD,Insulet Corporation,STOCK,65.16,2.81x,100,3.10x,82,66.18x,96,N/A,N/A,20.83%,79,24.00x,2,23.30x,64,0.31%,34,104.81%,100,54.11x,0,1.05x,84,8.75x,0,9.12%,36,Buy (1.58),86,18.12%,90,31.20%,100,4.40%,86
POOL,Pool Corporation,STOCK,59.77,1.87x,91,5.09x,42,140.42x,32,2.22%,42,11.91%,8,15.24x,71,18.73x,82,11.82%,95,94.36%,99,20.71x,88,1.60x,32,6.95x,0,7.58%,30,Buy (2.36),57,34.24%,100,6.20%,59,11.22%,23
PPG,"PPG Industries, Inc.",STOCK,62.41,1.62x,75,3.20x,80,97.59x,73,2.57%,35,16.71%,20,11.50x,34,12.66x,94,0.14%,33,91.62%,98,15.94x,65,1.40x,51,3.10x,46,9.93%,40,Buy (2.26),62,21.08%,97,5.00%,50,3.45%,91
PPL,PPL Corporation,STOCK,58.38,0.86x,7,5.94x,25,131.15x,93,2.94%,63,39.21%,94,13.41x,72,18.31x,83,0.15%,33,87.56%,98,24.36x,80,1.51x,40,1.96x,82,13.06%,52,Buy (1.69),83,8.16%,15,2.80%,34,5.83%,77
PRU,"Prudential Financial, Inc.",STOCK,68.60,0.92x,9,5.40x,36,124.48x,46,5.70%,98,8.56%,3,7.57x,98,6.47x,98,0.18%,33,63.02%,78,9.57x,96,0.99x,89,1.03x,95,5.84%,23,Hold (3.17),21,11.36%,69,31.20%,100,3.86%,89
PSA,Public Storage,STOCK,51.41,0.27x,0,5.10x,42,110.46x,60,3.93%,84,70.48%,100,19.98x,27,29.16x,34,10.17%,89,83.39%,96,31.56x,0,N/A,N/A,10.95x,0,36.91%,100,Buy (2.42),54,18.76%,92,3.30%,38,5.22%,82
PSKY,Paramount Skydance Corporation,STOCK,37.84,1.26x,33,6.55x,16,117.11x,53,1.89%,33,9.28%,4,9.31x,96,11.28x,96,3.36%,51,28.65%,11,353.00x,0,1.31x,60,1.02x,95,-2.15%,0,Hold (3.45),13,-0.86%,1,2.10%,30,8.24%,53
PSX,Phillips 66,STOCK,52.85,1.30x,38,1.79x,94,71.38x,94,3.10%,67,5.04%,1,13.10x,2,10.82x,53,0.23%,34,78.31%,94,15.19x,36,0.97x,90,2.26x,75,3.33%,13,Buy (2.25),62,15.43%,76,1.30%,25,1.85%,95
PTC,PTC Inc.,STOCK,83.75,1.22x,29,3.62x,74,35.94x,97,N/A,N/A,42.87%,97,14.19x,96,16.38x,97,0.33%,34,102.24%,99,20.09x,98,1.41x,50,4.22x,97,28.61%,100,Buy (1.84),78,23.14%,98,21.40%,99,5.72%,78
PWR,"Quanta Services, Inc.",STOCK,39.61,1.14x,21,4.48x,56,71.10x,94,0.07%,5,8.77%,4,40.61x,0,41.42x,4,0.76%,36,95.48%,99,93.44x,0,2.05x,8,10.66x,0,3.61%,14,Buy (1.70),83,12.74%,52,19.70%,99,3.60%,90
PYPL,"PayPal Holdings, Inc.",STOCK,72.99,1.29x,36,2.77x,86,60.70x,98,1.13%,17,20.04%,50,7.17x,98,8.59x,97,0.66%,36,83.12%,96,9.20x,97,0.91x,94,2.26x,49,15.78%,63,Hold (2.82),35,25.73%,100,3.70%,41,5.58%,79
Q,"Qnity Electronics, Inc.",STOCK,60.78,1.95x,94,2.16x,91,61.43x,98,0.22%,6,29.39%,61,24.37x,80,32.78x,61,0.05%,33,74.93%,92,43.72x,45,2.94x,0,4.25x,97,14.56%,58,Strong Buy (1.38),90,7.98%,15,8.10%,71,2.03%,95
QCOM,QUALCOMM Incorporated,STOCK,78.12,2.50x,100,3.79x,70,64.22x,97,2.45%,49,30.68%,68,11.87x,97,13.64x,99,0.14%,33,81.50%,96,30.29x,89,0.64x,100,6.99x,96,11.96%,48,Hold (2.72),39,21.48%,97,5.00%,50,5.10%,82
RCL,Royal Caribbean Cruises Ltd.,STOCK,73.60,0.18x,0,5.42x,35,215.09x,2,1.64%,27,37.01%,99,13.78x,81,12.97x,94,1.83%,42,89.50%,98,16.59x,94,1.11x,79,6.97x,0,23.80%,95,Buy (1.69),83,47.73%,100,13.30%,92,6.83%,68
REG,Regency Centers Corporation,STOCK,53.65,0.62x,2,3.13x,81,69.39x,95,3.78%,82,63.52%,100,19.50x,31,31.48x,24,0.64%,36,103.95%,100,28.35x,1,2.61x,54,2.18x,37,32.74%,100,Buy (2.00),73,7.68%,13,8.90%,76,3.27%,91
REGN,"Regeneron Pharmaceuticals, Inc.",STOCK,69.89,4.13x,100,4.49x,56,9.51x,80,0.51%,9,29.60%,99,16.67x,55,14.10x,92,1.98%,43,90.87%,98,17.95x,89,1.60x,32,2.44x,69,31.41%,100,Buy (1.62),85,14.86%,72,2.50%,32,2.84%,93
RF,Regions Financial Corporation,STOCK,65.64,N/A,N/A,3.75x,71,N/A,N/A,3.75%,81,0.00%,0,N/A,N/A,9.88x,97,0.25%,34,90.54%,98,11.73x,84,1.62x,31,1.39x,88,31.00%,100,Hold (2.59),46,11.89%,75,7.30%,66,7.88%,57
RJF,"Raymond James Financial, Inc.",STOCK,68.39,N/A,N/A,6.55x,16,46.26x,100,1.40%,21,0.00%,0,N/A,N/A,11.51x,95,10.44%,90,80.20%,95,14.58x,39,0.97x,90,2.43x,39,14.62%,58,Buy (2.36),57,N/A,N/A,13.40%,92,5.06%,83
RL,Ralph Lauren Corporation,STOCK,64.90,2.10x,97,4.65x,52,98.97x,72,0.99%,14,17.46%,32,16.84x,56,20.59x,76,3.97%,54,103.47%,99,25.20x,77,1.68x,26,7.77x,0,11.73%,47,Buy (1.63),85,33.85%,100,12.20%,89,9.04%,44
RMD,ResMed Inc.,STOCK,69.70,3.06x,100,11.56x,0,13.41x,83,1.08%,16,37.51%,100,15.69x,68,18.26x,84,0.50%,35,68.40%,86,21.98x,71,1.35x,56,5.12x,4,27.53%,100,Buy (2.17),66,25.68%,99,11.00%,85,9.09%,43
ROK,"Rockwell Automation, Inc.",STOCK,47.76,1.16x,23,3.92x,68,99.29x,71,1.36%,21,21.70%,62,26.41x,3,29.61x,32,0.20%,33,87.90%,98,46.51x,9,2.20x,4,12.21x,0,11.56%,46,Buy (2.18),65,23.74%,99,11.90%,88,3.33%,91
ROL,"Rollins, Inc.",STOCK,42.78,0.65x,2,3.21x,80,77.23x,90,1.30%,20,22.37%,67,32.43x,0,40.14x,5,38.41%,6,59.97%,73,51.35x,4,4.08x,0,19.60x,0,13.77%,55,Buy (2.11),68,38.67%,100,10.20%,82,3.10%,92
ROP,"Roper Technologies, Inc.",STOCK,71.46,0.53x,1,3.02x,83,55.61x,100,1.03%,15,39.37%,94,14.45x,95,14.75x,98,0.38%,34,100.80%,99,22.01x,97,1.56x,36,1.89x,98,21.12%,84,Buy (2.40),55,9.01%,20,11.30%,86,4.28%,87
ROST,"Ross Stores, Inc.",STOCK,54.47,1.58x,71,2.62x,87,84.24x,85,0.79%,12,14.14%,15,22.86x,11,27.91x,40,2.14%,44,93.79%,99,34.27x,43,3.29x,0,11.78x,0,9.43%,38,Buy (1.67),84,36.68%,100,12.20%,89,2.38%,94
RSG,"Republic Services, Inc.",STOCK,53.63,0.64x,2,1.97x,93,115.35x,55,1.21%,18,30.99%,96,15.05x,72,25.61x,52,0.13%,33,96.47%,99,30.05x,60,3.02x,0,5.30x,3,12.89%,52,Buy (1.93),76,18.30%,91,2.20%,30,1.51%,96
RTX,RTX Corporation,STOCK,51.92,1.02x,14,3.09x,82,57.23x,99,1.57%,25,16.89%,29,17.52x,50,23.00x,65,0.07%,33,80.93%,95,32.59x,50,2.44x,1,3.57x,30,8.03%,32,Buy (2.04),71,11.57%,41,8.70%,75,0.99%,97
RVTY,"Revvity, Inc.",STOCK,57.47,1.68x,80,9.53x,1,46.87x,100,0.32%,7,29.44%,99,14.49x,81,14.46x,92,0.34%,34,103.20%,99,42.14x,1,0.53x,96,1.34x,92,8.45%,34,Buy (2.19),65,3.22%,3,5.90%,57,11.22%,23
SATS,EchoStar Corporation,STOCK,34.56,0.41x,1,4.18x,63,532.73x,0,N/A,N/A,9.96%,5,42.27x,0,-1066.93x,100,13.40%,99,99.46%,99,N/A,N/A,1.33x,58,6.09x,1,-96.62%,0,Buy (2.17),66,-111.35%,0,-4.30%,6,30.65%,0
SBAC,SBA Communications Corporation,STOCK,49.14,0.29x,0,2.16x,91,N/A,N/A,2.33%,45,64.32%,100,20.93x,21,26.93x,45,0.76%,36,99.95%,99,21.92x,18,4.93x,0,-4.68x,100,37.43%,100,Buy (2.19),65,N/A,N/A,3.70%,41,4.51%,86
SBUX,Starbucks Corporation,STOCK,34.83,1.05x,15,6.08x,23,N/A,N/A,2.53%,51,14.05%,15,25.19x,5,33.64x,17,0.13%,33,84.52%,97,81.58x,0,1.70x,25,-13.29x,100,3.63%,15,Buy (2.41),54,N/A,N/A,5.50%,54,4.42%,86
SCHW,The Charles Schwab Corporation,STOCK,69.73,0.62x,2,0.00x,99,67.07x,96,1.41%,22,0.00%,0,N/A,N/A,12.99x,94,6.17%,68,85.54%,97,18.04x,5,1.15x,75,3.22x,9,37.99%,100,Buy (1.68),83,19.09%,100,15.80%,96,0.00%,98
SHOP,Shopify Inc.,STOCK,46.53,5.96x,100,2.67x,87,1.40x,72,N/A,N/A,16.69%,7,81.05x,0,54.12x,2,0.19%,33,74.03%,91,132.16x,0,2.41x,2,12.02x,94,10.65%,43,Buy (1.76),81,9.84%,26,30.60%,100,1.78%,95
SHW,The Sherwin-Williams Company,STOCK,42.16,0.87x,7,3.11x,82,306.06x,0,0.95%,5,19.03%,31,21.55x,0,25.15x,54,6.28%,68,82.99%,96,32.79x,0,2.93x,0,18.00x,0,10.90%,44,Buy (2.00),73,59.39%,100,5.60%,54,2.17%,95
SJM,The J. M. Smucker Company,STOCK,55.38,0.84x,6,2.57x,88,143.20x,30,4.62%,92,21.05%,97,9.37x,97,9.49x,97,2.23%,44,94.39%,99,N/A,N/A,2.17x,5,1.94x,83,-14.07%,0,Buy (2.20),64,-20.68%,0,7.00%,64,5.55%,79
SLB,SLB N.V.,STOCK,41.09,1.34x,43,3.38x,78,42.44x,99,2.14%,40,20.46%,53,12.35x,4,16.55x,2,0.22%,34,88.24%,98,24.33x,1,1.97x,11,3.02x,49,9.26%,37,Buy (1.62),85,14.07%,65,2.70%,34,4.94%,83
SMCI,"Super Micro Computer, Inc.",STOCK,73.83,1.70x,81,1.79x,94,75.28x,92,N/A,N/A,3.91%,0,16.26x,94,9.32x,99,13.85%,99,56.19%,65,20.33x,98,0.91x,94,2.39x,98,3.11%,12,Hold (2.89),32,13.19%,57,123.40%,100,19.33%,1
SNA,Snap-on Incorporated,STOCK,64.17,3.53x,100,7.58x,7,21.73x,89,2.54%,51,26.89%,88,13.88x,81,18.05x,84,2.37%,45,96.17%,99,19.84x,89,2.10x,7,3.36x,37,19.60%,78,Hold (2.60),45,18.20%,90,5.20%,51,6.85%,68
SNDK,Sandisk Corporation,STOCK,61.27,3.11x,100,0.53x,98,7.96x,78,N/A,N/A,15.96%,6,110.32x,0,9.06x,99,5.48%,64,82.51%,96,N/A,N/A,N/A,N/A,15.51x,91,-11.66%,0,Buy (1.65),84,-9.37%,0,61.20%,100,10.33%,30
SNPS,"Synopsys, Inc.",STOCK,51.62,1.36x,45,2.52x,88,35.58x,97,N/A,N/A,20.17%,15,64.50x,0,29.24x,76,2.95%,48,90.96%,98,76.58x,0,3.30x,0,3.12x,98,13.76%,55,Buy (1.76),81,5.54%,6,65.50%,100,2.35%,94
SO,The Southern Company,STOCK,58.17,0.65x,2,5.17x,41,190.59x,53,3.24%,71,47.13%,99,12.94x,77,19.07x,81,0.10%,33,72.08%,90,23.92x,81,2.66x,0,2.91x,53,14.69%,59,Hold (2.58),46,11.04%,36,10.10%,82,2.23%,94
SOLV,Solventum Corporation,STOCK,67.93,1.23x,30,4.49x,56,103.94x,67,N/A,N/A,14.01%,20,14.13x,84,9.93x,97,14.99%,100,73.59%,91,7.86x,99,1.22x,69,2.40x,71,18.69%,75,Buy (2.50),50,38.86%,100,-3.70%,7,4.33%,87
SPG,"Simon Property Group, Inc.",STOCK,60.68,0.24x,0,0.00x,99,435.46x,0,4.30%,89,73.90%,100,20.27x,25,29.12x,34,1.82%,42,93.36%,99,14.21x,87,4.58x,1,12.67x,0,72.71%,100,Buy (2.19),65,104.11%,100,13.20%,92,0.00%,98
SPGI,S&P Global Inc.,STOCK,61.79,0.82x,6,1.53x,95,37.91x,98,0.89%,13,49.84%,100,19.31x,33,19.81x,79,0.33%,34,89.24%,98,29.84x,0,1.54x,38,4.20x,1,29.15%,100,Strong Buy (1.29),91,13.09%,86,9.00%,76,1.02%,97
SRE,Sempra,STOCK,61.16,1.59x,72,2.94x,84,83.39x,98,2.84%,60,40.15%,95,19.23x,8,16.71x,88,0.10%,33,94.44%,99,33.62x,45,0.83x,98,1.91x,83,13.40%,54,Buy (1.68),83,5.19%,5,-0.20%,18,1.72%,96
STE,STERIS plc,STOCK,62.07,2.48x,100,2.36x,90,28.65x,94,1.11%,16,27.02%,98,14.88x,78,20.06x,78,0.30%,34,98.57%,99,30.95x,15,1.70x,25,3.05x,48,12.14%,49,Buy (2.12),68,10.47%,31,9.20%,77,1.88%,95
STLD,"Steel Dynamics, Inc.",STOCK,56.33,3.13x,100,3.53x,75,48.12x,100,0.90%,4,12.18%,8,15.71x,3,13.32x,94,6.57%,70,85.70%,97,24.09x,7,11.95x,0,3.64x,28,7.22%,29,Buy (1.82),79,15.25%,75,19.10%,98,3.56%,90
STT,State Street Corporation,STOCK,59.93,N/A,N/A,0.02x,99,N/A,N/A,2.18%,41,0.00%,0,N/A,N/A,11.18x,96,0.37%,34,96.24%,99,15.62x,23,1.10x,80,1.77x,76,21.30%,85,Buy (2.12),68,11.26%,68,-2.80%,9,0.01%,98
STX,Seagate Technology Holdings plc,STOCK,59.46,1.12x,20,2.16x,91,1046.62x,0,0.50%,9,28.36%,55,46.88x,8,28.50x,78,0.26%,34,87.56%,98,67.10x,2,0.89x,95,283.20x,0,19.59%,78,Buy (1.54),87,N/A,N/A,21.50%,99,4.32%,87
STZ,"Constellation Brands, Inc.",STOCK,62.67,1.08x,17,2.46x,89,133.57x,38,2.66%,55,37.03%,100,11.26x,88,12.44x,95,20.00%,88,79.57%,95,16.14x,91,2.89x,0,3.49x,33,18.46%,74,Buy (2.04),71,22.64%,98,-11.30%,1,3.43%,91
SW,Smurfit Westrock Plc,STOCK,58.33,1.48x,59,5.72x,29,81.01x,87,4.52%,92,15.41%,21,7.27x,98,12.85x,94,0.51%,35,95.88%,99,30.11x,60,0.26x,76,1.14x,94,2.24%,9,Strong Buy (1.33),91,3.91%,3,0.50%,21,6.67%,70
SWK,"Stanley Black & Decker, Inc.",STOCK,52.70,1.14x,22,3.66x,73,70.02x,95,4.16%,88,11.14%,7,10.94x,93,13.17x,94,0.29%,34,94.58%,99,30.14x,60,1.39x,52,1.37x,92,2.66%,11,Buy (2.44),53,4.52%,4,-1.00%,15,4.83%,84
SWKS,"Skyworks Solutions, Inc.",STOCK,51.54,2.40x,99,7.10x,11,20.71x,89,4.57%,92,23.33%,27,9.49x,98,12.44x,99,0.41%,34,107.19%,100,23.80x,96,1.82x,18,1.62x,98,9.73%,39,Hold (2.72),39,6.49%,9,-3.10%,8,23.46%,0
SYF,Synchrony Financial,STOCK,67.07,N/A,N/A,4.15x,63,N/A,N/A,1.56%,25,0.00%,0,N/A,N/A,7.34x,98,0.43%,35,110.30%,100,7.95x,99,2.24x,4,1.72x,78,36.39%,100,Buy (1.83),79,21.78%,100,6.10%,58,6.16%,74
SYK,Stryker Corporation,STOCK,62.24,1.89x,92,2.25x,91,72.97x,93,1.07%,16,27.67%,98,19.88x,15,19.65x,79,5.37%,63,81.66%,96,39.21x,1,1.56x,36,5.61x,2,12.92%,52,Buy (1.76),81,15.08%,73,11.40%,87,1.29%,96
SYY,Sysco Corporation,STOCK,59.65,1.29x,37,1.63x,94,640.25x,0,2.92%,62,5.46%,1,11.04x,90,15.10x,91,0.21%,33,89.88%,98,20.31x,45,1.03x,86,15.81x,0,2.18%,9,Buy (2.00),73,82.34%,100,3.00%,36,2.44%,94
T,AT&T Inc.,STOCK,68.72,0.92x,9,2.76x,86,123.27x,47,4.35%,90,35.11%,99,7.68x,98,9.98x,97,0.09%,33,68.09%,86,8.39x,98,1.83x,17,1.62x,88,16.94%,68,Buy (1.92),76,18.37%,91,2.90%,35,1.70%,96
TAP,Molson Coors Beverage Company,STOCK,45.03,0.55x,2,6.08x,23,61.77x,98,4.51%,91,21.21%,97,5.86x,100,8.55x,98,12.66%,97,98.24%,99,N/A,N/A,4.21x,0,0.79x,96,-19.20%,0,Hold (2.76),37,-18.17%,0,-2.70%,9,15.70%,4
TDG,TransDigm Group Incorporated,STOCK,64.41,2.75x,100,2.58x,88,N/A,N/A,N/A,N/A,50.98%,100,20.01x,27,25.22x,54,0.40%,34,97.15%,99,37.22x,31,2.84x,0,-7.05x,100,22.24%,89,Buy (1.78),80,N/A,N/A,13.90%,93,2.44%,94
TDY,Teledyne Technologies Incorporated,STOCK,69.82,1.76x,85,3.99x,67,23.13x,90,N/A,N/A,24.71%,34,21.01x,87,25.22x,87,0.86%,37,98.00%,99,33.22x,83,1.40x,51,2.88x,98,14.99%,60,Buy (1.69),83,9.05%,21,7.60%,68,3.09%,92
TECH,Bio-Techne Corporation,STOCK,44.20,4.54x,100,6.75x,14,17.45x,86,0.58%,9,27.19%,98,26.60x,0,25.49x,53,0.29%,34,112.91%,100,103.98x,0,0.70x,100,4.27x,13,6.67%,27,Buy (1.64),84,3.97%,3,-0.40%,17,10.21%,32
TEL,TE Connectivity plc,STOCK,83.85,1.89x,92,4.07x,65,43.80x,99,1.39%,21,25.30%,37,13.96x,96,16.60x,97,0.12%,33,94.07%,99,21.42x,97,1.11x,79,4.74x,97,15.54%,62,Buy (1.68),83,22.72%,98,14.50%,94,3.01%,92
TER,"Teradyne, Inc.",STOCK,53.77,1.75x,85,1.59x,95,10.13x,80,0.13%,6,25.45%,38,77.46x,0,46.61x,9,0.21%,33,97.77%,99,116.18x,0,2.31x,3,22.44x,81,17.37%,69,Buy (1.89),77,19.73%,94,43.90%,100,3.62%,90
TFC,Truist Financial Corporation,STOCK,67.44,N/A,N/A,2.77x,86,N/A,N/A,4.06%,86,0.00%,0,N/A,N/A,9.99x,97,0.18%,33,78.27%,94,12.68x,73,1.20x,71,1.07x,94,29.62%,100,Buy (2.24),63,8.58%,30,5.20%,51,2.25%,94
TGT,Target Corporation,STOCK,52.82,0.94x,10,2.93x,84,125.52x,45,3.52%,77,7.70%,4,9.11x,97,15.24x,91,0.31%,34,86.00%,97,15.96x,92,3.67x,0,3.63x,28,3.54%,14,Hold (2.54),48,24.03%,99,-1.50%,13,3.60%,90
TJX,"The TJX Companies, Inc.",STOCK,49.95,1.14x,22,2.67x,87,132.38x,39,1.22%,18,13.96%,14,21.55x,17,27.79x,41,0.13%,33,92.99%,99,32.34x,51,3.28x,0,17.11x,0,9.10%,36,Strong Buy (1.45),89,59.13%,100,8.50%,74,1.04%,97
TKO,"TKO Group Holdings, Inc.",STOCK,44.14,1.26x,34,6.24x,21,43.92x,99,1.68%,28,29.06%,94,16.91x,56,49.79x,1,17.67%,96,101.90%,99,82.76x,0,1.69x,26,3.87x,22,4.13%,17,Buy (1.64),84,5.63%,6,11.90%,88,12.86%,12
TMO,Thermo Fisher Scientific Inc.,STOCK,62.79,1.53x,65,2.38x,90,82.91x,86,0.38%,8,24.99%,95,18.96x,24,17.13x,87,0.17%,33,95.23%,99,25.70x,45,1.55x,37,3.30x,39,15.15%,61,Strong Buy (1.35),91,13.52%,60,6.20%,59,1.22%,96
TMUS,"T-Mobile US, Inc.",STOCK,72.67,1.00x,12,3.15x,81,208.85x,3,2.23%,42,37.17%,99,9.73x,95,13.05x,94,55.81%,0,42.37%,32,18.80x,91,0.73x,100,3.42x,35,12.45%,50,Buy (1.69),83,18.18%,90,11.30%,86,4.33%,87
TPL,Texas Pacific Land Corporation,STOCK,54.41,4.40x,100,7.43x,8,1.22x,72,0.55%,9,82.13%,100,45.75x,0,5.98x,98,0.17%,33,73.40%,91,62.59x,0,7.33x,0,20.64x,0,60.31%,100,N/A,N/A,37.15%,100,13.90%,93,8.93%,45
TPR,"Tapestry, Inc.",STOCK,58.31,1.63x,75,7.28x,9,715.48x,0,1.09%,16,24.13%,77,17.93x,46,20.32x,77,0.34%,34,98.17%,99,56.77x,2,0.33x,83,53.87x,0,6.95%,28,Buy (1.95),75,55.34%,100,14.00%,93,7.21%,64
